,Modelo,Hora,Error
6291,LSTM,0,0.14605856071582402
6292,LSTM,1,0.0271897609066718
6293,LSTM,2,0.29880629243481116
6294,LSTM,3,0.30300348058077375
6295,LSTM,4,0.7946827476107462
6296,LSTM,5,0.19189722728623426
6297,LSTM,6,0.32555825895037116
6298,LSTM,7,0.5852188538028816
6299,LSTM,8,0.6609935975317413
6300,LSTM,9,0.18832970006828553
6301,LSTM,10,0.7186501740090622
6302,LSTM,11,0.5537654350163326
6303,LSTM,12,0.3371899943004507
6304,LSTM,13,0.8546924422877649
6305,LSTM,14,0.06433008245836191
6306,LSTM,15,0.6897909321930866
6307,LSTM,16,0.7908230887190866
6308,LSTM,17,0.578146952527202
6309,LSTM,18,0.15020252210169915
6310,LSTM,19,0.16641639969039124
6311,LSTM,20,0.04990168423500174
6312,LSTM,21,0.4800080992677629
6313,LSTM,22,0.2751029351202543
6314,LSTM,23,0.13856893440106677
6315,LSTM,0,0.00790236733148375
6316,LSTM,1,0.02346453735585996
6317,LSTM,2,0.826888260700569
6318,LSTM,3,0.20875916104318848
6319,LSTM,4,0.9029289433332707
6320,LSTM,5,0.1443776925148117
6321,LSTM,6,0.045476778573179666
6322,LSTM,7,0.6375448617921987
6323,LSTM,8,1.2938530019000818
6324,LSTM,9,0.09550418277304629
6325,LSTM,10,0.6620737177980373
6326,LSTM,11,0.7639226942865595
6327,LSTM,12,0.6094503442452275
6328,LSTM,13,0.4033300631217476
6329,LSTM,14,0.33004022767023355
6330,LSTM,15,0.18361570112071002
6331,LSTM,16,0.2414825460383132
6332,LSTM,17,0.4829765793153069
6333,LSTM,18,0.2832649047175376
6334,LSTM,19,0.38772964672264587
6335,LSTM,20,0.204486521262069
6336,LSTM,21,0.0015647697980121222
6337,LSTM,22,0.010584544279583774
6338,LSTM,23,0.8837852068729064
6339,LSTM,0,0.987504710937039
6340,LSTM,1,0.46510502122317154
6341,LSTM,2,0.1796324111559061
6342,LSTM,3,0.32770040241784937
6343,LSTM,4,0.13379541369993286
6344,LSTM,5,0.011086331385480208
6345,LSTM,6,0.003583432112804208
6346,LSTM,7,0.14161789674803926
6347,LSTM,8,0.25726244054710357
6348,LSTM,9,0.3050687564976542
6349,LSTM,10,0.5249359074352158
6350,LSTM,11,0.5991882555507442
6351,LSTM,12,0.2307017059051718
6352,LSTM,13,0.13950763636471852
6353,LSTM,14,0.26120386938835083
6354,LSTM,15,0.08214612333896176
6355,LSTM,16,0.21451903842435704
6356,LSTM,17,0.17371426108100096
6357,LSTM,18,0.3043621513930308
6358,LSTM,19,0.46449322581645247
6359,LSTM,20,0.15040937235552954
6360,LSTM,21,1.2077258440663243
6361,LSTM,22,1.064377178925579
6362,LSTM,23,0.22938315214180516
6363,LSTM,0,0.0239441495601731
6364,LSTM,1,0.41677986055012206
6365,LSTM,2,0.15443795495660473
6366,LSTM,3,0.04189446586646495
6367,LSTM,4,0.08169894725871907
6368,LSTM,5,0.03493282609060444
6369,LSTM,6,0.06376968644792069
6370,LSTM,7,0.4746689603268861
6371,LSTM,8,2.339726531428302
6372,LSTM,9,0.07962879226380881
6373,LSTM,10,1.94409019966497
6374,LSTM,11,1.3102347104446264
6375,LSTM,12,0.8071586617412265
6376,LSTM,13,1.4812988309137083
6377,LSTM,14,0.18416130497925387
6378,LSTM,15,0.04216171074407815
6379,LSTM,16,0.3292243138935935
6380,LSTM,17,0.16615968256052482
6381,LSTM,18,0.3395312188104469
6382,LSTM,19,1.7288969056393508
6383,LSTM,20,1.6578779453556107
6384,LSTM,21,1.0842702778053077
6385,LSTM,22,0.7791427924667422
6386,LSTM,23,0.1742476847351896
6387,LSTM,0,0.10825866910466497
6388,LSTM,1,0.06378173338964621
6389,LSTM,2,0.0486187382462927
6390,LSTM,3,0.04348434234391385
6391,LSTM,4,0.040967277794019985
6392,LSTM,5,0.22981332391049725
6393,LSTM,6,0.9319640718310642
6394,LSTM,7,0.691942857137585
6395,LSTM,8,0.16894449838602488
6396,LSTM,9,0.24389571904208784
6397,LSTM,10,0.2619537648582344
6398,LSTM,11,0.06399348770824953
6399,LSTM,12,0.23260131138658435
6400,LSTM,13,0.04178966813446383
6401,LSTM,14,0.16066318544070812
6402,LSTM,15,0.5147586637255008
6403,LSTM,16,0.46163448921025463
6404,LSTM,17,0.3833328861282177
6405,LSTM,18,0.18624108819916074
6406,LSTM,19,0.12607593600145828
6407,LSTM,20,0.07025051465580034
6408,LSTM,21,0.0022478207328351374
6409,LSTM,22,0.13970915611336054
6410,LSTM,23,0.5999708403436949
6411,LSTM,0,0.03514625951834216
6412,LSTM,1,0.1063994422000536
6413,LSTM,2,0.5939329038225123
6414,LSTM,3,0.2090331490098647
6415,LSTM,4,0.17162787469779217
6416,LSTM,5,0.1407180874828673
6417,LSTM,6,0.2871637494854624
6418,LSTM,7,0.7195526352005652
6419,LSTM,8,0.05890837232633617
6420,LSTM,9,0.3686002759737639
6421,LSTM,10,0.25303198505141733
6422,LSTM,11,0.9639975295396732
6423,LSTM,12,0.3707547595607523
6424,LSTM,13,0.88955421274421
6425,LSTM,14,0.8821684913018346
6426,LSTM,15,1.1396720305986028
6427,LSTM,16,0.45779444657768753
6428,LSTM,17,0.6441518930419765
6429,LSTM,18,0.12641676850319516
6430,LSTM,19,0.6010094493008373
6431,LSTM,20,0.687866899671649
6432,LSTM,21,0.15136600480600815
6433,LSTM,22,0.19831741766603228
6434,LSTM,23,0.28857513399668255
6435,LSTM,0,0.024256357249049065
6436,LSTM,1,0.17212099973275763
6437,LSTM,2,0.057765565319026324
6438,LSTM,3,0.05899931074484788
6439,LSTM,4,0.001906775010890538
6440,LSTM,5,0.16932536298172562
6441,LSTM,6,0.1193058212770115
6442,LSTM,7,0.534046763592626
6443,LSTM,8,0.2992587856939789
6444,LSTM,9,0.30140004962810085
6445,LSTM,10,0.05643565757960878
6446,LSTM,11,0.07583507172132808
6447,LSTM,12,0.6545478173954735
6448,LSTM,13,1.079170570165442
6449,LSTM,14,0.1498208046251681
6450,LSTM,15,0.04125720397120913
6451,LSTM,16,0.8976491445756192
6452,LSTM,17,0.36276601139269316
6453,LSTM,18,0.4036101811693906
6454,LSTM,19,1.0549735014603492
6455,LSTM,20,0.31055331328584934
6456,LSTM,21,0.0723322901520218
6457,LSTM,22,0.03690160820309751
6458,LSTM,23,0.4756867270087426
6459,LSTM,0,0.05836034308793181
6460,LSTM,1,0.000958211612640647
6461,LSTM,2,0.011444381418975302
6462,LSTM,3,0.6209831320927499
6463,LSTM,4,0.15998210679280467
6464,LSTM,5,0.10299410226558903
6465,LSTM,6,0.05516738380643016
6466,LSTM,7,0.2634609652002138
6467,LSTM,8,0.3632417323282189
6468,LSTM,9,0.07354498008234978
6469,LSTM,10,0.027691548012568123
6470,LSTM,11,0.11279194393696423
6471,LSTM,12,0.2801321201764799
6472,LSTM,13,0.7106840604986586
6473,LSTM,14,0.6256878892769555
6474,LSTM,15,0.05740716880269403
6475,LSTM,16,0.2555514816443034
6476,LSTM,17,0.017727661104578574
6477,LSTM,18,0.2086303760378403
6478,LSTM,19,0.3781931597206505
6479,LSTM,20,0.4130669238137692
6480,LSTM,21,0.2990018953226943
6481,LSTM,22,0.14899316373711358
6482,LSTM,23,0.5103393950729154
6483,LSTM,0,0.013362083965501759
6484,LSTM,1,0.060107096333070986
6485,LSTM,2,0.05003691915162778
6486,LSTM,3,0.07071847970627765
6487,LSTM,4,0.09784419459311244
6488,LSTM,5,0.05500953422154309
6489,LSTM,6,0.49995938894053604
6490,LSTM,7,0.20093685789963223
6491,LSTM,8,0.31007260832797257
6492,LSTM,9,0.3621263241175765
6493,LSTM,10,0.44074360054975337
6494,LSTM,11,0.4614340288995187
6495,LSTM,12,0.31250387839686167
6496,LSTM,13,0.22495622088801148
6497,LSTM,14,0.2823744238364453
6498,LSTM,15,0.20845460262925752
6499,LSTM,16,0.0755337116105097
6500,LSTM,17,1.1420680527019342
6501,LSTM,18,0.17486242524602513
6502,LSTM,19,0.404817967034945
6503,LSTM,20,1.1630310506042614
6504,LSTM,21,0.17871893913962378
6505,LSTM,22,0.34752772286355516
6506,LSTM,23,0.31289320516954855
6507,LSTM,0,0.017657858139138338
6508,LSTM,1,0.2787278518896862
6509,LSTM,2,0.057637739804611954
6510,LSTM,3,0.052168534871358974
6511,LSTM,4,0.07328021388964912
6512,LSTM,5,0.08592614448310887
6513,LSTM,6,0.30105818434098375
6514,LSTM,7,1.2457099579367892
6515,LSTM,8,0.052658248383004036
6516,LSTM,9,0.371496019612231
6517,LSTM,10,2.048363303345429
6518,LSTM,11,1.2599876094734248
6519,LSTM,12,0.06246421907479105
6520,LSTM,13,1.1234619776473838
6521,LSTM,14,0.19450240508688976
6522,LSTM,15,0.25973125069878056
6523,LSTM,16,0.33597192055988256
6524,LSTM,17,0.09042499757815503
6525,LSTM,18,0.1348493078807027
6526,LSTM,19,1.4955706855259527
6527,LSTM,20,2.028934304899915
6528,LSTM,21,1.1626574354956163
6529,LSTM,22,0.490993712423494
6530,LSTM,23,0.6739696196589837
6531,LSTM,0,0.0604819907629609
6532,LSTM,1,0.08743995465152132
6533,LSTM,2,0.07126363047188045
6534,LSTM,3,0.023635033564306074
6535,LSTM,4,0.009444642397601455
6536,LSTM,5,0.01788517753289154
6537,LSTM,6,0.30409146167643963
6538,LSTM,7,1.3421088926582099
6539,LSTM,8,0.570922238994038
6540,LSTM,9,0.1413765164810692
6541,LSTM,10,0.08698363675488086
6542,LSTM,11,1.3267089432329755
6543,LSTM,12,0.11552446750656742
6544,LSTM,13,0.22597911818111172
6545,LSTM,14,0.7129421091383235
6546,LSTM,15,1.2451716835228792
6547,LSTM,16,0.4818067732992186
6548,LSTM,17,0.27014691124773815
6549,LSTM,18,0.9514136193740788
6550,LSTM,19,0.506257747292691
6551,LSTM,20,0.23866414803012748
6552,LSTM,21,0.8835115920415934
6553,LSTM,22,0.22070660888930527
6554,LSTM,23,0.1793512969701062
6555,LSTM,0,0.4908415664791581
6556,LSTM,1,0.28429177990013454
6557,LSTM,2,0.019988968015539954
6558,LSTM,3,0.04756596347161224
6559,LSTM,4,0.10265300323859261
6560,LSTM,5,0.11343048515346521
6561,LSTM,6,0.0010827055613122916
6562,LSTM,7,0.9142329192455869
6563,LSTM,8,0.12775557818627714
6564,LSTM,9,0.06018588119975332
6565,LSTM,10,0.6106914191156829
6566,LSTM,11,0.03746156444686077
6567,LSTM,12,0.31661734929305974
6568,LSTM,13,0.3871151993895956
6569,LSTM,14,0.6745647172582006
6570,LSTM,15,0.5426286237467195
6571,LSTM,16,0.4963440737435749
6572,LSTM,17,0.527235150885289
6573,LSTM,18,0.5598962222747632
6574,LSTM,19,0.4774168890564834
6575,LSTM,20,0.5827835458763126
6576,LSTM,21,0.011020548786999873
6577,LSTM,22,0.3116301819439806
6578,LSTM,23,0.36141768675785
6579,LSTM,0,0.14814574667481117
6580,LSTM,1,0.36519616205549243
6581,LSTM,2,0.10932530319283473
6582,LSTM,3,0.024008062317380174
6583,LSTM,4,0.03915959687457904
6584,LSTM,5,0.11026149981904787
6585,LSTM,6,0.30266024768591915
6586,LSTM,7,0.062474053856863776
6587,LSTM,8,0.4321175896535465
6588,LSTM,9,0.706113098994678
6589,LSTM,10,1.079645185021141
6590,LSTM,11,0.16114087200002203
6591,LSTM,12,0.5556603030112588
6592,LSTM,13,0.1486207746446624
6593,LSTM,14,0.11587174991958271
6594,LSTM,15,0.5340931656402899
6595,LSTM,16,0.5560781946286237
6596,LSTM,17,0.6566346568716233
6597,LSTM,18,1.567537183085693
6598,LSTM,19,0.17845156099938064
6599,LSTM,20,0.8259299558040878
6600,LSTM,21,0.23928808366241228
6601,LSTM,22,0.3927348711580503
6602,LSTM,23,0.6494358087819945
6603,LSTM,0,0.7615447417629246
6604,LSTM,1,0.3576392247864706
6605,LSTM,2,0.058254585864996766
6606,LSTM,3,0.06498605442682859
6607,LSTM,4,0.036502446648337794
6608,LSTM,5,0.06745066680567002
6609,LSTM,6,0.0896334575364881
6610,LSTM,7,0.11296939645468118
6611,LSTM,8,0.09173037166744369
6612,LSTM,9,0.04212073581700926
6613,LSTM,10,0.5852684874693157
6614,LSTM,11,0.6298009070802126
6615,LSTM,12,0.4608348601269645
6616,LSTM,13,0.761940959046459
6617,LSTM,14,0.49157964155378675
6618,LSTM,15,2.180440375392876
6619,LSTM,16,0.23721910137864288
6620,LSTM,17,0.5831076938968103
6621,LSTM,18,0.9281205910226507
6622,LSTM,19,2.1010266690134127
6623,LSTM,20,0.0883719934836873
6624,LSTM,21,0.013059417880912694
6625,LSTM,22,0.7872253841786409
6626,LSTM,23,0.10691895323570089
6627,LSTM,0,0.004613445630330615
6628,LSTM,1,0.06127671578147775
6629,LSTM,2,0.005341219503683159
6630,LSTM,3,0.24744535575199866
6631,LSTM,4,0.22435904439177135
6632,LSTM,5,0.05813427636289792
6633,LSTM,6,0.09434012037629835
6634,LSTM,7,0.03976418277303084
6635,LSTM,8,0.5165633195832473
6636,LSTM,9,0.25396437702955255
6637,LSTM,10,0.15477160460260042
6638,LSTM,11,0.07523853488571008
6639,LSTM,12,2.0120341913995503
6640,LSTM,13,0.521667864656572
6641,LSTM,14,1.2156184032682613
6642,LSTM,15,0.09830789523943873
6643,LSTM,16,0.07176304550296808
6644,LSTM,17,0.016700072966912782
6645,LSTM,18,0.4073917215075158
6646,LSTM,19,0.8621726469346016
6647,LSTM,20,0.2647680050723733
6648,LSTM,21,0.9659645392591909
6649,LSTM,22,0.2683735987604978
6650,LSTM,23,0.2903231132580151
6651,LSTM,0,0.1992174501461088
6652,LSTM,1,0.12269378376456241
6653,LSTM,2,0.6607856878400048
6654,LSTM,3,0.14462348210904208
6655,LSTM,4,0.08718265116608426
6656,LSTM,5,0.05202615707778069
6657,LSTM,6,0.1341123014057859
6658,LSTM,7,0.08653190309270187
6659,LSTM,8,0.2864477560285761
6660,LSTM,9,0.133616495293289
6661,LSTM,10,0.10715368203166586
6662,LSTM,11,0.6354315197105662
6663,LSTM,12,0.5844311917037391
6664,LSTM,13,0.253325116194851
6665,LSTM,14,0.5768270261587493
6666,LSTM,15,0.4241822531474735
6667,LSTM,16,0.2998667431369625
6668,LSTM,17,0.17640643272632905
6669,LSTM,18,0.12833756274273078
6670,LSTM,19,0.5670333422814209
6671,LSTM,20,0.5253851457546528
6672,LSTM,21,0.3605566502547912
6673,LSTM,22,0.8314931908488614
6674,LSTM,23,0.025029280501346007
6675,LSTM,0,0.2064142185058233
6676,LSTM,1,0.14985633244224794
6677,LSTM,2,0.06597614246049499
6678,LSTM,3,0.04936063795839396
6679,LSTM,4,0.22274853885924395
6680,LSTM,5,0.3474404091885718
6681,LSTM,6,0.1637794862273625
6682,LSTM,7,0.7256857012499638
6683,LSTM,8,0.763479835915519
6684,LSTM,9,0.12266567867595746
6685,LSTM,10,0.02527813513605981
6686,LSTM,11,0.05172367756087315
6687,LSTM,12,0.053206650756771445
6688,LSTM,13,0.8584880951383765
6689,LSTM,14,0.2051741830838797
6690,LSTM,15,0.12829934302053103
6691,LSTM,16,0.13977013709271402
6692,LSTM,17,0.2998734195947108
6693,LSTM,18,0.24375302141819843
6694,LSTM,19,0.2968061536255484
6695,LSTM,20,0.6873731216497982
6696,LSTM,21,0.526260681231824
6697,LSTM,22,0.054899016191161776
6698,LSTM,23,0.16183770895388805
6699,LSTM,0,0.1344259058535996
6700,LSTM,1,0.07535564608469603
6701,LSTM,2,0.11413507132924883
6702,LSTM,3,0.6542304457796967
6703,LSTM,4,0.09526577592850172
6704,LSTM,5,0.09333613305035349
6705,LSTM,6,0.29030305723224414
6706,LSTM,7,0.7555634493553904
6707,LSTM,8,0.7841456981323898
6708,LSTM,9,0.17981447789217686
6709,LSTM,10,0.25469806693077235
6710,LSTM,11,0.4252365737686583
6711,LSTM,12,0.7396255853253462
6712,LSTM,13,0.1873692563065973
6713,LSTM,14,0.11869563834811192
6714,LSTM,15,0.017341519308741393
6715,LSTM,16,0.14111078580008596
6716,LSTM,17,0.18909415448046463
6717,LSTM,18,1.2856241411258171
6718,LSTM,19,0.4456140290023187
6719,LSTM,20,0.8032527607170588
6720,LSTM,21,0.32905661620037074
6721,LSTM,22,0.4471322634900371
6722,LSTM,23,0.18808956747268624
6723,LSTM,0,0.059424631753818735
6724,LSTM,1,0.12161654197106797
6725,LSTM,2,0.6031400122457938
6726,LSTM,3,0.10546207286269904
6727,LSTM,4,0.02698776141256265
6728,LSTM,5,0.17187979437298906
6729,LSTM,6,0.5248934333035626
6730,LSTM,7,0.20765132214991322
6731,LSTM,8,0.371807934123322
6732,LSTM,9,0.08565754032667261
6733,LSTM,10,0.05231902835908642
6734,LSTM,11,0.1864075265605325
6735,LSTM,12,0.16434329959136407
6736,LSTM,13,0.40757035339950587
6737,LSTM,14,0.13925286486924593
6738,LSTM,15,0.3977055672460976
6739,LSTM,16,0.03905322664354749
6740,LSTM,17,0.8935287040438873
6741,LSTM,18,0.4255366345688367
6742,LSTM,19,0.3920295120590145
6743,LSTM,20,0.08661665812519548
6744,LSTM,21,0.0786990988539249
6745,LSTM,22,0.3933328738825945
6746,LSTM,23,0.025952417389847993
6747,LSTM,0,0.09160723699759499
6748,LSTM,1,0.09315729460128763
6749,LSTM,2,0.01651529100456195
6750,LSTM,3,0.057874041099607365
6751,LSTM,4,0.05130334057425334
6752,LSTM,5,0.4592695972572225
6753,LSTM,6,0.10093546116188501
6754,LSTM,7,0.7296553817687086
6755,LSTM,8,0.2881775582672166
6756,LSTM,9,0.2601611159634247
6757,LSTM,10,0.21779406083323183
6758,LSTM,11,1.3132744843332804
6759,LSTM,12,0.882867886898191
6760,LSTM,13,0.05582686058205799
6761,LSTM,14,0.29336329692925545
6762,LSTM,15,0.24315206026327463
6763,LSTM,16,0.061986605809923656
6764,LSTM,17,0.10925957806386366
6765,LSTM,18,3.403873938927741
6766,LSTM,19,0.5717412444636878
6767,LSTM,20,1.0826283755972215
6768,LSTM,21,0.6354423273098355
6769,LSTM,22,0.5704532878001014
6770,LSTM,23,0.5556790064213382
6771,LSTM,0,0.050453817962401115
6772,LSTM,1,0.10996288491840189
6773,LSTM,2,0.6425558065259834
6774,LSTM,3,0.07586817415854674
6775,LSTM,4,0.06517139609222411
6776,LSTM,5,0.01895106535033486
6777,LSTM,6,0.014144442211981856
6778,LSTM,7,1.6711918948592626
6779,LSTM,8,0.10952037303019901
6780,LSTM,9,0.09200257391488198
6781,LSTM,10,1.1208118503617275
6782,LSTM,11,1.0521467878640696
6783,LSTM,12,1.1763217591052924
6784,LSTM,13,1.4421115154121504
6785,LSTM,14,1.36368805698151
6786,LSTM,15,1.182263913111373
6787,LSTM,16,0.9727377989816985
6788,LSTM,17,1.0299351057951311
6789,LSTM,18,2.2494863557912863
6790,LSTM,19,2.707559108044854
6791,LSTM,20,1.317039153622485
6792,LSTM,21,0.10591453946934104
6793,LSTM,22,0.7396138049088801
6794,LSTM,23,0.28035301631148124
6795,LSTM,0,0.06618216648602104
6796,LSTM,1,0.1426415469749972
6797,LSTM,2,0.00210235124624758
6798,LSTM,3,0.005634877034504049
6799,LSTM,4,0.0671669240144992
6800,LSTM,5,0.03176831838054517
6801,LSTM,6,0.6634879807820591
6802,LSTM,7,1.5892447059739268
6803,LSTM,8,1.3710329067753542
6804,LSTM,9,0.41661624069336844
6805,LSTM,10,2.4212036230610856
6806,LSTM,11,0.5857133514429331
6807,LSTM,12,0.06888265371944269
6808,LSTM,13,0.2827913492997447
6809,LSTM,14,0.1712021272484061
6810,LSTM,15,0.050208881249000914
6811,LSTM,16,0.3591483974153692
6812,LSTM,17,0.3539384282756839
6813,LSTM,18,2.016707045510204
6814,LSTM,19,0.40731253685294444
6815,LSTM,20,1.0477836094523276
6816,LSTM,21,0.24983662037944976
6817,LSTM,22,0.9408623840887897
6818,LSTM,23,0.31618014125751925
6819,LSTM,0,0.005947830994106451
6820,LSTM,1,0.07487760637941343
6821,LSTM,2,0.0255800816024484
6822,LSTM,3,0.033800946618930405
6823,LSTM,4,0.0076127609846059485
6824,LSTM,5,0.1506061746070797
6825,LSTM,6,0.3704161925237206
6826,LSTM,7,0.6448908076711726
6827,LSTM,8,0.26861273854950607
6828,LSTM,9,0.22505852660883718
6829,LSTM,10,0.4130423168691939
6830,LSTM,11,0.17942368523056262
6831,LSTM,12,0.7315802671709764
6832,LSTM,13,0.10048202173804621
6833,LSTM,14,0.7816908938830948
6834,LSTM,15,1.2345920166555424
6835,LSTM,16,0.08520252840380327
6836,LSTM,17,0.27127258734399873
6837,LSTM,18,0.068004826125041
6838,LSTM,19,0.42591152233559537
6839,LSTM,20,0.08434703562614043
6840,LSTM,21,1.0129613113868015
6841,LSTM,22,0.30239285621941336
6842,LSTM,23,0.1380698925053423
6843,LSTM,0,0.225052649726867
6844,LSTM,1,0.1306540936874424
6845,LSTM,2,0.15804665366400128
6846,LSTM,3,0.40084218308775943
6847,LSTM,4,0.047295493638360275
6848,LSTM,5,0.0312193829562587
6849,LSTM,6,0.10214140800314986
6850,LSTM,7,0.9342663436743974
6851,LSTM,8,0.8367103694968139
6852,LSTM,9,0.13186659705008896
6853,LSTM,10,0.016353163689261097
6854,LSTM,11,0.06847820163828389
6855,LSTM,12,0.2174841319353238
6856,LSTM,13,0.38180804181406547
6857,LSTM,14,0.31130853926092117
6858,LSTM,15,0.034093751268921446
6859,LSTM,16,0.32485882337522587
6860,LSTM,17,1.0319688800921318
6861,LSTM,18,0.3015513693441325
6862,LSTM,19,1.2191860837382342
6863,LSTM,20,0.0654894140317559
6864,LSTM,21,0.3558515732402747
6865,LSTM,22,0.3585938516343721
6866,LSTM,23,0.06648318011400178
6867,LSTM,0,0.0377079403966617
6868,LSTM,1,0.04659245330908135
6869,LSTM,2,0.05921045205535469
6870,LSTM,3,0.017449941784270506
6871,LSTM,4,0.05133543021548659
6872,LSTM,5,0.5495421823657821
6873,LSTM,6,0.25259910138821084
6874,LSTM,7,0.7510790552556676
6875,LSTM,8,0.5636560408042464
6876,LSTM,9,0.06972338099773423
6877,LSTM,10,0.4398150132196964
6878,LSTM,11,0.20144626096481644
6879,LSTM,12,0.4720676604687549
6880,LSTM,13,0.22674449876856728
6881,LSTM,14,0.1888916752408888
6882,LSTM,15,0.13132904225437925
6883,LSTM,16,0.08761010437713046
6884,LSTM,17,0.40536299786418106
6885,LSTM,18,0.03165221997754486
6886,LSTM,19,0.43804503146530793
6887,LSTM,20,1.023136899308342
6888,LSTM,21,0.5522747992192261
6889,LSTM,22,0.09941011044974002
6890,LSTM,23,0.008612270686192525
6891,LSTM,0,0.2814933712864046
6892,LSTM,1,0.028190536603240446
6893,LSTM,2,0.07068804252165273
6894,LSTM,3,0.0652792855172345
6895,LSTM,4,0.10069756071533331
6896,LSTM,5,0.1469177315420669
6897,LSTM,6,0.2699638283839154
6898,LSTM,7,0.7685528777031814
6899,LSTM,8,0.410693249853439
6900,LSTM,9,0.5162906908953941
6901,LSTM,10,0.2329531247290091
6902,LSTM,11,0.019095388778306965
6903,LSTM,12,0.05904112855804966
6904,LSTM,13,0.06028561495182583
6905,LSTM,14,0.19431735659927973
6906,LSTM,15,0.3435777785402697
6907,LSTM,16,0.30875317336546715
6908,LSTM,17,0.08782460390590563
6909,LSTM,18,0.5517592061048924
6910,LSTM,19,0.5521287167245419
6911,LSTM,20,0.9111030265035944
6912,LSTM,21,0.36134701758531684
6913,FAN,21,0.765342607606081
6914,FAN,22,0.3918378670712336
6915,FAN,23,0.050979139248703675
6916,FAN,0,2.4680239021690475e-05
6917,FAN,1,0.009655037437381941
6918,FAN,2,0.670876747275523
6919,FAN,3,0.08385598948819828
6920,FAN,4,0.012364479919519833
6921,FAN,5,0.11585932984249359
6922,FAN,6,0.5839038514885967
6923,FAN,7,0.6083265271626508
6924,FAN,8,0.2826915089375688
6925,FAN,9,0.3376470451415543
6926,FAN,10,0.42404995000870094
6927,FAN,11,0.41453952917707637
6928,FAN,12,0.024705932056626523
6929,FAN,13,0.06413162775020331
6930,FAN,14,0.4189338843810382
6931,FAN,15,0.44622191315085535
6932,FAN,16,0.5803353647797138
6933,FAN,17,0.6784240296670225
6934,FAN,18,0.36515391447030976
6935,FAN,19,0.5315850896547698
6936,FAN,20,0.3550982129420184
6937,FAN,21,0.5981295905678308
6938,FAN,22,1.046712064636253
6939,FAN,23,0.9201725412617039
6940,FAN,0,0.1402017214452811
6941,FAN,1,0.0077530065761088895
6942,FAN,2,0.03131783738708571
6943,FAN,3,0.031044755606291385
6944,FAN,4,0.015383624753095515
6945,FAN,5,0.004699853119432218
6946,FAN,6,0.5797256516015841
6947,FAN,7,0.6019622771032378
6948,FAN,8,0.12017469362269684
6949,FAN,9,0.0021073086160725563
6950,FAN,10,0.749090936735604
6951,FAN,11,1.041238522004403
6952,FAN,12,2.130260012346632
6953,FAN,13,1.96812167622639
6954,FAN,14,0.9687097227786161
6955,FAN,15,1.9624884916272833
6956,FAN,16,0.7505547467653506
6957,FAN,17,0.4840312997243812
6958,FAN,18,0.9953639544815498
6959,FAN,19,1.4650790364642574
6960,FAN,20,1.164045925487053
6961,FAN,21,0.4188935924249466
6962,FAN,22,0.20742749423705864
6963,FAN,23,0.1394677108808584
6964,FAN,0,0.22041289805343234
6965,FAN,1,0.29793341554710295
6966,FAN,2,0.14461847143416517
6967,FAN,3,0.17571397344984885
6968,FAN,4,0.08841490405045305
6969,FAN,5,0.057381342505057
6970,FAN,6,0.13661237247171798
6971,FAN,7,0.3975850445237912
6972,FAN,8,0.5396754772305062
6973,FAN,9,0.5685642433820931
6974,FAN,10,0.3185466190358448
6975,FAN,11,0.5824587315426664
6976,FAN,12,0.2642998268016892
6977,FAN,13,0.06561835895225943
6978,FAN,14,0.02317826257472455
6979,FAN,15,0.09589829367413993
6980,FAN,16,0.42782026963340547
6981,FAN,17,0.5319261020610571
6982,FAN,18,1.284780215544413
6983,FAN,19,0.7238011544457086
6984,FAN,20,0.8154159074556184
6985,FAN,21,0.008121011328042993
6986,FAN,22,0.25691338574111366
6987,FAN,23,0.49912566461343577
6988,FAN,0,0.2408657532829802
6989,FAN,1,0.023989618769428844
6990,FAN,2,0.05308980608304503
6991,FAN,3,0.018176756166689012
6992,FAN,4,0.0030475564262290034
6993,FAN,5,0.06180539528604889
6994,FAN,6,0.2901112523293079
6995,FAN,7,0.6226761405193288
6996,FAN,8,0.6932599183594994
6997,FAN,9,0.21607336043220027
6998,FAN,10,0.02425827623091692
6999,FAN,11,0.027199249205906773
7000,FAN,12,0.18525567102066542
7001,FAN,13,0.29041212269996164
7002,FAN,14,0.4891254369863255
7003,FAN,15,0.2897260133877868
7004,FAN,16,0.02163033717310736
7005,FAN,17,0.1765781016459168
7006,FAN,18,0.40599018843619694
7007,FAN,19,1.1888903973735223
7008,FAN,20,1.8283289511179404
7009,FAN,21,0.428806732923543
7010,FAN,22,0.34925800484766256
7011,FAN,23,0.4161338566263575
7012,FAN,0,0.194507415761767
7013,FAN,1,0.027677049038455914
7014,FAN,2,0.024953747242828506
7015,FAN,3,0.02204094598775863
7016,FAN,4,0.03293777791379637
7017,FAN,5,0.03621774436623326
7018,FAN,6,0.057935741697161425
7019,FAN,7,0.31093423118660235
7020,FAN,8,0.620372616007276
7021,FAN,9,0.027411376659873365
7022,FAN,10,0.12447561173384014
7023,FAN,11,0.02885407788907446
7024,FAN,12,0.38765997701983546
7025,FAN,13,0.7946887710816086
7026,FAN,14,0.4708061031321136
7027,FAN,15,0.2404668715797431
7028,FAN,16,0.6266032569541455
7029,FAN,17,0.008120731476520704
7030,FAN,18,0.5685952069541055
7031,FAN,19,0.5493032824495077
7032,FAN,20,1.4149131457395996
7033,FAN,21,0.22618255691162137
7034,FAN,22,0.857096326886249
7035,FAN,23,0.014154836697099049
